date,atoll,island,habitat,status,transect,depth,urchins,parrotfish,molluscs,algae,forams,sponge,sediment,coral,cca,pebble,gravel,>2000,1000-2000,500-1000,250-500,125-250,63-125,31-63,16-31,8-16,<8,<63,parrotfish_biomass
20/10/2023,SA,Ile de la Passe,lagoon,birdy,1,1.2,0,2.12065172,0.004567455,0.000206293,0.035531161,0.048489767,2.209446396,2.063108901,0.106032586,0.004572026,0.033049059,0.037621084,0.471085746,0.637671878,0.490195847,0.258781523,0.141182241,0.108612517,0.040702835,0.015840882,0.007751842,0.172908076,204.0829949
20/10/2023,SA,Ile de la Passe,lagoon,birdy,2,1.2,0,1.403497999,0.004633455,0.001218479,0.035531161,0.032874419,1.477755512,1.366197518,0.0701749,0.004660453,0.024114645,0.028775098,0.315054118,0.425374208,0.326827022,0.172602004,0.093423442,0.072569763,0.027482574,0.010490845,0.005156438,0.11569962,158.6137222
20/10/2023,SA,Ile de la Passe,lagoon,birdy,3,1.2,0,0.582878263,0.022925273,0.008346355,0.035531161,0.025888605,0.675569657,0.579622955,0.029143913,0.022925273,0.014988694,0.037913967,0.137527874,0.180877884,0.137872184,0.074233233,0.040878308,0.039185072,0.012300642,0.004333853,0.002100284,0.057919852,50.05163137
20/10/2023,SA,Ile de la Passe,lagoon,birdy,4,1.2,0,1.312698217,0.000264,0.007014716,0.035531161,0.028354186,1.38386228,1.275417492,0.065634911,0.000296382,0.023009279,0.02330566,0.295753531,0.398940511,0.305949934,0.161343686,0.086795878,0.066014015,0.025590416,0.009798479,0.004816857,0.106219767,177.469214
17/10/2023,SA,Ile Anglaise,lagoon,ratty,1,1.5,0,1.266009222,0.018225818,0,0.024509943,0.03477456,1.343519544,1.237483321,0.063300461,0.018225818,0.017273353,0.035499171,0.278307765,0.382180921,0.296655931,0.15790241,0.084778183,0.069145146,0.024754611,0.009534993,0.004760413,0.108195163,76.73477812
17/10/2023,SA,Ile Anglaise,lagoon,ratty,2,1.5,0,0.051571214,0.018181818,0,0.024509943,0.03844992,0.132712896,0.087442574,0.002578561,0.018181818,0.004112931,0.02229475,0.014276625,0.019125088,0.016809007,0.013378303,0.010547894,0.031072574,0.004575356,0.000433654,0.000199646,0.036281229,16.25363649
17/10/2023,SA,Ile Anglaise,lagoon,ratty,3,1.5,0,1.372333855,0.000066,0,0.024509943,0.02699976,1.423909558,1.330716922,0.068616693,0.000066,0.018615022,0.018681022,0.30028625,0.412551426,0.321428656,0.171592602,0.090677798,0.067228296,0.025944626,0.010355338,0.005163545,0.108691805,96.22506316
17/10/2023,SA,Ile Anglaise,lagoon,ratty,4,1.5,0,0.294531808,0.054545455,0,0.024509943,0.0450585,0.418645706,0.324863718,0.01472659,0.054545455,0.006663662,0.061209117,0.068503287,0.093031666,0.072553098,0.041289608,0.025834669,0.043733593,0.009155722,0.002224469,0.001110477,0.056224261,12.86197936
22/10/2023,PB,Grande Coquillage,lagoon,birdy,1,1.5,0.041297343,3.69589982,0,0.022768932,0.020344666,0.03555204,3.815862801,3.569370407,0.203378795,0.003313574,0.058962104,0.062275678,0.816495251,1.120995865,0.860021532,0.4541037,0.242066781,0.153710214,0.067786828,0.026185644,0.012228586,0.259911273,493.5270392
22/10/2023,PB,Grande Coquillage,lagoon,birdy,2,1.5,0.010021347,0.304288306,0.000022,0.001646092,0.020344666,0.04198392,0.378306331,0.336569552,0.019724022,0.000261557,0.006179041,0.006440597,0.053634749,0.082114004,0.083784513,0.056255685,0.034425582,0.046973016,0.010690488,0.002698216,0.001297375,0.061659094,112.2620834
22/10/2023,PB,Grande Coquillage,lagoon,birdy,3,1.5,0.143093069,4.510599657,0.018313818,0.009131603,0.020344666,0.03806118,4.739543994,4.401832042,0.289921864,0.019642745,0.059950872,0.079593617,0.987871507,1.377958304,1.087035277,0.582409895,0.304146579,0.189847985,0.081277251,0.033260807,0.016166111,0.320552154,453.6599185
22/10/2023,PB,Grande Coquillage,lagoon,birdy,4,1.5,0.145047716,3.663782363,0.000044,0.002238845,0.020344666,0.04572996,3.877187551,3.606099449,0.248460591,0.00036982,0.045100535,0.045470355,0.815434134,1.126850969,0.89329275,0.477461964,0.247495099,0.163309848,0.066690333,0.027484857,0.013724462,0.2712095,211.5283447
24/10/2023,PB,Ile Poule,lagoon,ratty,1,2,0.089460531,2.999613443,0,0.000967229,0.167571323,0.03555204,3.293164565,2.934388102,0.190237911,0.000140761,0.053217552,0.053358313,0.744631048,1.074464437,0.790701119,0.313541158,0.160277896,0.105768043,0.034292416,0.012488815,0.003668775,0.156218049,401.5374112
24/10/2023,PB,Ile Poule,lagoon,ratty,2,2,0.002767308,0.364940169,0,0.002712083,0.167571323,0.04032294,0.578313822,0.38853812,0.019492297,0.000414121,0.008563882,0.008978003,0.099399005,0.150308261,0.178266375,0.059888034,0.028177189,0.041459951,0.009129073,0.002002099,0.00070583,0.053296954,83.83715988
24/10/2023,PB,Ile Poule,lagoon,ratty,3,2,0.007805227,0.6882685,7.33E-05,0.00741609,0.167571323,0.0431148,0.914249273,0.70126275,0.037925777,0.001152601,0.017269869,0.01842247,0.168323592,0.236776648,0.247565108,0.106197846,0.055283789,0.057853769,0.017173175,0.004791811,0.001861066,0.08167982,152.7251699
24/10/2023,PB,Ile Poule,lagoon,ratty,4,2,0.000473044,0.083536939,0.005172727,0.012914988,0.167571323,0.047983867,0.317652888,0.127604133,0.004389717,0.006941251,0.006609209,0.01355046,0.035481268,0.058969426,0.115577078,0.03163475,0.014130947,0.039264129,0.008237028,0.000584961,0.000222842,0.048308959,19.72964511
28/10/2023,GCB,Middle Brother,lagoon,birdy,1,1.5,0,0.121017613,0,0.016255383,0.020130434,0.02869608,0.186099509,0.143662812,0.006050881,0.003196589,0.017178138,0.020374727,0.033277132,0.037561944,0.02811557,0.018555074,0.013097551,0.025823372,0.008123897,0.000847416,0.000322825,0.03511751,30.82427725
28/10/2023,GCB,Middle Brother,lagoon,birdy,2,1.5,0,0.216788435,0,0.013356972,0.020130434,0.0270351,0.277310942,0.232984114,0.010839422,0.002626622,0.017341222,0.019967844,0.052483863,0.065098165,0.050044828,0.030722284,0.019617814,0.028255996,0.009008597,0.001510167,0.000601384,0.039376143,79.60869513
28/10/2023,GCB,Middle Brother,lagoon,birdy,3,1.5,0,0.440726492,0.000044,0.015440347,0.020130434,0.02480868,0.501149953,0.443498848,0.022036325,0.002994327,0.022537223,0.025531551,0.087339669,0.120329072,0.106196515,0.067357869,0.039376747,0.036887515,0.013500699,0.003302113,0.001328203,0.05501853,223.5211739
28/10/2023,GCB,Middle Brother,lagoon,birdy,4,1.5,0,3.200144798,0.018269818,0.017815547,0.020130434,0.0270351,3.283395697,3.067172658,0.16000724,0.021467036,0.065291871,0.086758908,0.74134933,1.037789912,0.725374447,0.332595541,0.179292132,0.111171116,0.045874298,0.016815353,0.006374659,0.180235426,548.3972013
30/10/2023,GCB,Eagle,lagoon,ratty,1,1.2,0,0.230958098,0,0,0.046224034,0.0339264,0.311108532,0.253336593,0.011547905,0,0.023715212,0.023715212,0.059353651,0.06954661,0.056214979,0.038965164,0.020406737,0.033317798,0.007075678,0.0017329,0.000779805,0.04290618,56.30307637
30/10/2023,GCB,Eagle,lagoon,ratty,2,1.2,0,1.446162991,0,0.003842143,0.046224034,0.03417378,1.530402949,1.408028622,0.07230815,0.00058333,0.044540982,0.045124312,0.340891262,0.476022416,0.331389945,0.156385209,0.083787797,0.066474255,0.020887256,0.007008991,0.002431507,0.096802009,226.0764131
30/10/2023,GCB,Eagle,lagoon,ratty,3,1.2,0,0.027227057,0.000044,0.005046412,0.046224034,0.03534,0.113881503,0.061205704,0.001361353,0.000778407,0.022299759,0.023078166,0.01265938,0.009295173,0.012280141,0.016028778,0.008218832,0.027582746,0.004488433,0.000186539,6.33E-05,0.032321032,95.86166165
30/10/2023,GCB,Eagle,lagoon,ratty,4,1.2,0,0,0,0.000480611,0.046224034,0.03721302,0.083917665,0.03721302,0,6.99E-05,0.020168742,0.020238685,0.007689076,0.001942763,0.005260493,0.011469558,0.006063662,0.027780053,0.003473373,0,0,0.031253426,0
18/10/2023,SA,Ile de la Passe,shallow,birdy,1,2.5,0.269136962,3.063651287,0.000088,0.004932531,0.014154718,0.03081648,3.382779978,3.089310532,0.274294197,0.000088,0.040751244,0.040839244,0.687955151,0.971079936,0.795802304,0.434239715,0.222357078,0.137776318,0.054184672,0.022621406,0.011063157,0.225645554,396.655491
18/10/2023,SA,Ile de la Passe,shallow,birdy,2,2.5,0.023448612,1.212595551,0.000022,0,0.014154718,0.03141726,1.281638141,1.19627977,0.071181653,0.000022,0.022733925,0.022755925,0.285700414,0.392674986,0.278710984,0.134893851,0.075890462,0.061237928,0.019738557,0.007181213,0.002869606,0.091027305,978.4816366
18/10/2023,SA,Ile de la Passe,shallow,birdy,3,2.5,0.368143983,0.418525278,0.000066,0.000112142,0.014154718,0.03343164,0.834433762,0.633509845,0.186591056,8.23E-05,0.013117585,0.013199905,0.139458875,0.202230794,0.208238209,0.137471631,0.066056432,0.053035759,0.010280834,0.003140234,0.001413105,0.067869933,163.2829806
18/10/2023,SA,Ile de la Passe,shallow,birdy,4,2.5,0.136649962,1.927901592,0.000066,0.017631807,0.014154718,0.03240678,2.128810859,1.939070772,0.157887563,0.000462929,0.029073846,0.029536775,0.450479534,0.632383702,0.48512224,0.246486969,0.129260008,0.090126678,0.032221623,0.012550473,0.005803261,0.140702036,194.4431846
18/10/2023,SA,Ile Anglaise,shallow,ratty,1,2,0.004683136,0.338499031,0,0,0.024070626,0.03986352,0.407116314,0.364013325,0.019032363,0,0.018097085,0.018097085,0.077973289,0.103796175,0.076071936,0.046011094,0.030054369,0.042219317,0.009619762,0.002370312,0.000902976,0.055112367,54.84319974
18/10/2023,SA,Ile Anglaise,shallow,ratty,2,2,0,4.020074759,0,0.016748464,0.024070626,0.03548136,4.096375209,3.854552381,0.201003738,0.000282106,0.062738978,0.063021083,0.894670703,1.235026719,0.918629688,0.46190138,0.245962148,0.155798673,0.066433013,0.027339353,0.012782447,0.262353487,337.4071316
18/10/2023,SA,Ile Anglaise,shallow,ratty,3,2,0.003618787,12.36861448,0.000066,0,0.024070626,0.02618694,12.42255683,11.77836103,0.620059178,0.000066,0.149297053,0.149363053,2.687826191,3.693117951,2.848281366,1.482258225,0.772541784,0.438216315,0.212217596,0.092658392,0.046075958,0.789168261,641.5272865
18/10/2023,SA,Ile Anglaise,shallow,ratty,4,2,0,0.817152926,0,0.003340244,0.024070626,0.03318426,0.877748056,0.809479539,0.040857646,0.000486107,0.02233118,0.022817288,0.180521971,0.246562511,0.189055943,0.102442332,0.057105456,0.052736714,0.017525401,0.00606341,0.00291703,0.079242556,51.12732969
23/10/2023,PB,Grande Coquillage,shallow,birdy,1,3,0.258144495,0.231859391,0,0.000590751,0.007922559,0.03912138,0.537638576,0.401367274,0.127757992,8.60E-05,0.01566262,0.015748593,0.114113118,0.107017883,0.092472614,0.102589347,0.047218848,0.048285127,0.007863678,0.001670609,0.000658758,0.058478173,254.1999872
23/10/2023,PB,Grande Coquillage,shallow,birdy,2,3,0.258357365,1.292337897,0.000022,0.000106135,0.007922559,0.03406776,1.592813716,1.403885313,0.180877709,3.74E-05,0.026413209,0.026450655,0.34192375,0.422473524,0.338675307,0.230419925,0.112365162,0.080656665,0.025405834,0.009708926,0.004733967,0.120505393,127.7365695
23/10/2023,PB,Grande Coquillage,shallow,birdy,3,3,0.13188355,0.021781645,0.000022,0.007471312,0.007922559,0.036243133,0.2053242,0.129471649,0.06043668,0.001109304,0.009092,0.010201304,0.036779193,0.0289374,0.027985345,0.042595574,0.020321196,0.033431097,0.004873206,0.000149231,5.07E-05,0.038504186,95.86166165
23/10/2023,PB,Grande Coquillage,shallow,birdy,4,3,0.001655654,0,0,0.000267006,0.007922559,0.040798067,0.050643286,0.041708676,0.000745044,3.89E-05,0.001594732,0.00163359,0.000823472,0.003389684,0.000851177,0.002923915,0.006705105,0.030550362,0.003765982,0,0,0.034316343,0
25/10/2023,PB,Ile Poule,shallow,ratty,1,2,0.257569071,0.03977414,0.000176,0,0.018286186,0.045942,0.361747397,0.225390422,0.117894789,0.000176,0.008169491,0.008345491,0.03719292,0.074804136,0.093806745,0.060571021,0.032600752,0.04942811,0.00484661,0.000272502,9.25E-05,0.054639714,230.5197285
25/10/2023,PB,Ile Poule,shallow,ratty,2,2,0.054167729,0.049036459,0.00044,0,0.018286186,0.04940532,0.171335693,0.125782207,0.026827301,0.00044,0.007828703,0.008268703,0.019241336,0.031586025,0.030031249,0.01899707,0.015738032,0.041671605,0.005374846,0.000343374,0.000130809,0.047520633,7.162984713
25/10/2023,PB,Ile Poule,shallow,ratty,3,2,0.016178107,5.648751803,0.000176,0,0.018286186,0.05272728,5.736119376,5.427939452,0.289717738,0.000176,0.074229528,0.074405528,1.250659997,1.733872556,1.30134111,0.653727501,0.346694749,0.222888228,0.094354449,0.039292125,0.018883132,0.375417934,358.8543352
25/10/2023,PB,Ile Poule,shallow,ratty,4,2,0.022138463,1.040102902,0.000308,0,0.018286186,0.0466488,1.127484351,1.046922712,0.061967453,0.000308,0.024335516,0.024643516,0.253826538,0.369094686,0.240514966,0.099478104,0.058354417,0.06165653,0.014553815,0.00417085,0.001190929,0.081572123,137.4134951
29/10/2023,GCB,Middle Brother,shallow,birdy,1,3,0.604209587,3.220062709,0.013702364,0.002027576,0.013374119,0.03244212,3.885818476,3.423816967,0.43289745,0.013997438,0.067994029,0.081991467,0.859063417,1.053312587,0.829500872,0.548704944,0.26468812,0.157471723,0.057113381,0.023152882,0.010819083,0.248557069,280.6318543
29/10/2023,GCB,Middle Brother,shallow,birdy,2,3,0.444844728,0.458683899,0.000044,0.002013559,0.013374119,0.0243846,0.943344905,0.704798905,0.223114322,0.000337034,0.024458638,0.024795672,0.213880246,0.207515043,0.18032122,0.177134624,0.073951154,0.051176403,0.009913928,0.003179191,0.001477424,0.065746945,41.90535603
29/10/2023,GCB,Middle Brother,shallow,birdy,3,3,1.916695965,0.048595515,0.000088,0,0.013374119,0.03753108,2.016284679,1.1378796,0.86494296,0.000088,0.07139347,0.07148147,0.479455955,0.300833105,0.328019722,0.534650037,0.19017791,0.106913033,0.004283529,0.000340286,0.000129633,0.11166648,10.3647256
29/10/2023,GCB,Middle Brother,shallow,birdy,4,3,0.00042574,0.823891668,0.000352,0,0.013374119,0.03116988,0.869213407,0.814101121,0.041386166,0.000352,0.016373296,0.016725296,0.194648225,0.267133207,0.185671578,0.086628173,0.051699314,0.047533015,0.013443732,0.00426284,0.001468026,0.066707613,172.1898268
31/10/2023,GCB,Eagle,shallow,ratty,1,2.5,0,1.299183178,0.000088,0,0.025054747,0.0422313,1.366557225,1.276455319,0.064959159,0.000088,0.024301259,0.024389259,0.319261022,0.448417565,0.293552965,0.124958023,0.069177799,0.063387607,0.016715636,0.005209772,0.001487578,0.086800593,168.7177314
31/10/2023,GCB,Eagle,shallow,ratty,2,2.5,0,0,0.000088,0,0.025054747,0.03078114,0.055923887,0.03078114,0,0.000088,0.002363655,0.002451655,0.006145504,0.003781849,0.00425458,0.00850916,0.005001935,0.022970426,0.002808779,0,0,0.025779205,0
31/10/2023,GCB,Eagle,shallow,ratty,3,2.5,0.00042574,0,0.00011,0.001225557,0.025054747,0.04392762,0.070743664,0.044161777,0.000191583,0.000288356,0.002756896,0.003045252,0.006318476,0.004062549,0.004421197,0.008660622,0.007197461,0.032831616,0.004206492,0,0,0.037038108,0
31/10/2023,GCB,Eagle,shallow,ratty,4,2.5,0,0,0.000022,0.000297378,0.025054747,0.038874,0.064248125,0.038874,0,6.53E-05,0.002459074,0.002524352,0.006185409,0.003804506,0.004266084,0.008529383,0.006327263,0.029015809,0.00359532,0,0,0.032611129,0
21/10/2023,SA,Ile de la Passe,deep,birdy,1,9.5,0.00021287,0.272164455,0.000022,0.01692886,0.026052486,0.01647464,0.331855311,0.275147951,0.013704014,0.000125895,0.012320304,0.012446199,0.066063814,0.085017023,0.06196334,0.037450719,0.021515933,0.022122891,0.006428606,0.00190581,0.000726023,0.031183329,53.79654677
21/10/2023,SA,Ile de la Passe,deep,birdy,2,9.5,0.00021287,4.353167276,0,0.072046692,0.026052486,0.01598856,4.467467884,4.15161455,0.217754155,8.44E-05,0.054391567,0.054475936,0.94975203,1.30433513,1.007108041,0.524716673,0.272255701,0.158968078,0.075385345,0.032669328,0.016334664,0.283357416,347.9845687
21/10/2023,SA,Ile de la Passe,deep,birdy,3,9.5,0,2.584611672,0,0,0.026052486,0.01756832,2.628232478,2.472949408,0.129230584,0,0.034647298,0.034647298,0.564836389,0.777067647,0.600143154,0.31344386,0.16314575,0.100484909,0.045399509,0.019385442,0.009678518,0.174948379,159.0062267
21/10/2023,SA,Ile de la Passe,deep,birdy,4,9.5,0,0,0,0,0.026052486,0.0170128,0.043065286,0.0170128,0,0,0.006229942,0.006229942,0.004530867,0.006229942,0.004530867,0.004530867,0.00276458,0.012695802,0.001552418,0,0,0.01424822,0
21/10/2023,SA,Ile Anglaise,deep,ratty,1,8.5,0,3.719510907,0.004545455,0.053841282,0.019227845,0.01409632,3.811221809,3.547631682,0.185975545,0.004737362,0.046043099,0.050780461,0.813475748,1.109822139,0.859201867,0.447836364,0.234420612,0.136788721,0.064781494,0.027835489,0.013756307,0.243162012,204.2204701
21/10/2023,SA,Ile Anglaise,deep,ratty,2,8.5,0,4.978271471,0,0.040621293,0.019227845,0.01645728,5.054577889,4.745815178,0.248913574,8.90E-05,0.058819477,0.058908509,1.086123465,1.485238664,1.150747268,0.598224513,0.312182857,0.180949978,0.086198272,0.037389385,0.018605463,0.323143098,379.0394399
21/10/2023,SA,Ile Anglaise,deep,ratty,3,8.5,0,1.012908433,0,0,0.019227845,0.01321096,1.045347238,0.975473971,0.050645422,0,0.014954373,0.014954373,0.219805968,0.299018159,0.238854145,0.127876384,0.068467582,0.045983574,0.018965768,0.007689284,0.003732001,0.076370627,136.9362232
21/10/2023,SA,Ile Anglaise,deep,ratty,4,8.5,0,4.853035471,0,0,0.019227845,0.01703016,4.889293476,4.627413857,0.242651774,0,0.056970432,0.056970432,1.05082694,1.442463293,1.124746943,0.588258585,0.307712506,0.178999251,0.084561144,0.03656612,0.01818826,0.318314775,377.5091975
23/10/2023,PB,Grande Coquillage,deep,birdy,1,9,0.000851479,2.457173548,0.009244909,0.002432283,0.017878875,0.0163184,2.503899494,2.351101585,0.123241843,0.00972749,0.03152899,0.04125648,0.532498633,0.731953483,0.572225608,0.3005408,0.157225133,0.096489808,0.044015433,0.018506015,0.009188102,0.168199357,232.7556576
23/10/2023,PB,Grande Coquillage,deep,birdy,2,9,0.001915828,6.327168545,0.018203818,0.002333023,0.017878875,0.0118916,6.379391689,6.023755423,0.31722055,0.01859582,0.102841164,0.121436984,1.472235188,2.053063624,1.422557304,0.647139382,0.345393566,0.188829654,0.082059364,0.033697181,0.012979442,0.31756564,1003.872448
23/10/2023,PB,Grande Coquillage,deep,birdy,3,9,0.007876184,0.242819884,0.004633455,0.005311294,0.017878875,0.01847104,0.296990731,0.253481831,0.015685277,0.00540641,0.009708561,0.015114971,0.052793521,0.074226773,0.062812525,0.037641344,0.021552906,0.02363329,0.006834271,0.00172505,0.000656081,0.032848691,382.6355234
23/10/2023,PB,Grande Coquillage,deep,birdy,4,9,0.006598965,0.27686735,0.00011,0.026316166,0.017878875,0.01209992,0.339871276,0.278753333,0.016812902,0.003939805,0.014288861,0.018228666,0.06601033,0.090254626,0.072771645,0.03983632,0.020284988,0.019314312,0.010053669,0.002077814,0.001038907,0.032484701,14.17628933
25/10/2023,PB,Ile Poule,deep,ratty,1,9,0.011494971,5.129382378,0.036407636,0.004947377,0.019346474,0.01911336,5.220692197,4.898348853,0.261641856,0.037378072,0.069007602,0.106385674,1.142413096,1.58806831,1.18278889,0.586283386,0.306591346,0.177679019,0.08091264,0.033919982,0.015649854,0.308161495,455.2211277
25/10/2023,PB,Ile Poule,deep,ratty,2,9,0.021745653,5.838109906,0.009222909,0.027530631,0.019346474,0.01529416,5.931249733,5.57345868,0.301691039,0.015683891,0.102982112,0.118666002,1.102200081,1.706365833,1.435206185,0.773544727,0.417615924,0.228216151,0.096436989,0.037972733,0.015040894,0.377666767,1403.46679
25/10/2023,PB,Ile Poule,deep,ratty,3,9,0.009792012,3.78338014,0.000088,0.006609489,0.019346474,0.01578024,3.834996355,3.615376979,0.193575413,0.001232046,0.068459787,0.069691833,0.894924736,1.277999274,0.860065027,0.364734289,0.194359867,0.110014567,0.042334556,0.016093949,0.004778257,0.173221329,607.1944851
25/10/2023,PB,Ile Poule,deep,ratty,4,9,0.001277219,2.375468574,0.000044,0.006878194,0.019346474,0.0196168,2.422631261,2.277014416,0.119348177,0.001394741,0.03640758,0.037802321,0.531962218,0.733872979,0.547019708,0.274029745,0.145221715,0.090718381,0.039492397,0.015550876,0.006960922,0.152722576,257.0123294
29/10/2023,GCB,Middle Brother,deep,birdy,1,8.5,0,3.220062709,0,0.011521246,0.010100636,0.0163184,3.258002992,3.075377974,0.161003135,0.001889716,0.049244592,0.051134308,0.712750205,0.963753309,0.729842728,0.382692648,0.205408431,0.121311535,0.057137863,0.023152882,0.010819083,0.212421362,280.6318543
29/10/2023,GCB,Middle Brother,deep,birdy,2,8.5,0.258144495,0.458683899,0.000198,0.007909505,0.010100636,0.01682184,0.751858376,0.594551017,0.139099218,0.001574147,0.020192451,0.021766598,0.1679609,0.17940805,0.14893039,0.125509039,0.055187409,0.038062321,0.010377054,0.003179191,0.001477424,0.053095989,41.90535603
29/10/2023,GCB,Middle Brother,deep,birdy,3,8.5,5.507483513,0.048595515,0.000088,0.003031124,0.010100636,0.02206456,5.591363348,3.097346231,2.480797356,0.000529121,0.200855239,0.20138436,1.348965698,0.833114883,0.915882856,1.521840874,0.526380222,0.239962383,0.003362153,0.000340286,0.000129633,0.243794455,10.3647256
29/10/2023,GCB,Middle Brother,deep,birdy,4,8.5,3.593418227,0.823891668,0.000044,0.000336427,0.010100636,0.01565872,4.443449678,2.774735829,1.658232785,9.30E-05,0.145049365,0.145142325,1.064330735,0.799536781,0.773791969,1.074242115,0.388009525,0.180582645,0.012082718,0.00426284,0.001468026,0.19839623,172.1898268
31/10/2023,GCB,Eagle,deep,ratty,1,8.5,0.34861953,3.01781727,9.32E-05,0.007592087,0.004380382,0.0102424,3.388744835,3.068909548,0.307769652,0.001392489,0.056644656,0.058037145,0.753726117,0.965443756,0.740579715,0.447408364,0.220312106,0.121584456,0.05099477,0.020976119,0.009682289,0.203237634,230.7535762
31/10/2023,GCB,Eagle,deep,ratty,2,8.5,0.034038891,2.251499092,0.004545455,0.002605872,0.004380382,0.00984312,2.306912811,2.167488647,0.127892456,0.005000613,0.035519007,0.04051962,0.512439274,0.712128096,0.513929029,0.256365791,0.136544758,0.079973739,0.034814481,0.014147021,0.006051002,0.134986243,231.5198639
31/10/2023,GCB,Eagle,deep,ratty,3,8.5,0.019584025,2.491669099,0.000198,0.002595298,0.004380382,0.01586704,2.534293843,2.393723897,0.133396266,0.000575695,0.028658089,0.029233784,0.542449428,0.752476282,0.58048793,0.302472339,0.157781602,0.097215765,0.044127771,0.018699294,0.009349647,0.169392478,134.9765973
31/10/2023,GCB,Eagle,deep,ratty,4,8.5,0.002980178,0.569096874,0.000132,0.002042595,0.004380382,0.01177008,0.590402109,0.554051208,0.029795924,0.00072652,0.013715102,0.014441622,0.12850026,0.166021346,0.122714231,0.071633072,0.041877362,0.029811314,0.011872487,0.004022687,0.001550323,0.047256811,67.73354307
